temp	sp	pel	date
35.18	T_oreadicus	PEL01901	03/08/2021
35.6	T_oreadicus	PEL01901	03/08/2021
35.45	T_oreadicus	PEL01901	03/08/2021
35.48	T_oreadicus	PEL01901	03/08/2021
35.61	T_oreadicus	PEL01901	03/08/2021
35.53	T_oreadicus	PEL01901	03/08/2021
35.45	T_oreadicus	PEL01901	03/08/2021
35.91	T_oreadicus	PEL01901	03/08/2021
35.85	T_oreadicus	PEL01901	03/08/2021
36.08	T_oreadicus	PEL01901	03/08/2021
35.74	T_oreadicus	PEL01901	03/08/2021
35.83	T_oreadicus	PEL01901	03/08/2021
36	T_oreadicus	PEL01901	03/08/2021
35.89	T_oreadicus	PEL01901	03/08/2021
35.68	T_oreadicus	PEL01901	03/08/2021
35.92	T_oreadicus	PEL01901	03/08/2021
35.41	T_oreadicus	PEL01901	03/08/2021
35.82	T_oreadicus	PEL01901	03/08/2021
35.68	T_oreadicus	PEL01901	03/08/2021
35.78	T_oreadicus	PEL01901	03/08/2021
36.04	T_oreadicus	PEL01901	03/08/2021
35.8	T_oreadicus	PEL01901	03/08/2021
35.62	T_oreadicus	PEL01901	03/08/2021
35.62	T_oreadicus	PEL01901	03/08/2021
35.61	T_oreadicus	PEL01901	03/08/2021
35.65	T_oreadicus	PEL01901	03/08/2021
35.55	T_oreadicus	PEL01901	03/08/2021
35.77	T_oreadicus	PEL01901	03/08/2021
35.87	T_oreadicus	PEL01901	03/08/2021
35.68	T_oreadicus	PEL01901	03/08/2021
35.83	T_oreadicus	PEL01901	03/08/2021
35.67	T_oreadicus	PEL01901	03/08/2021
35.51	T_oreadicus	PEL01901	03/08/2021
35.72	T_oreadicus	PEL01901	03/08/2021
35.57	T_oreadicus	PEL01901	03/08/2021
35.63	T_oreadicus	PEL01901	03/08/2021
35.53	T_oreadicus	PEL01901	03/08/2021
35.67	T_oreadicus	PEL01901	03/08/2021
