species	run	temp	PEL	veloc	acel	sex	SVL	TL	TB
T_oreadicus	1	17.2	1404	5.34E-01	1.98E+00	I	40	49	42
T_oreadicus	1	17.2	1404	4.59E-01	5.23E+00	I	40	49	42
T_oreadicus	1	17.2	1404	1.90E-01	6.26E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	3.26E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	2.54E+00	I	40	49	42
T_oreadicus	1	17.2	1404	1.48E-01	1.27E+00	I	40	49	42
T_oreadicus	1	17.2	1404	1.48E-01	6.95E+00	I	40	49	42
T_oreadicus	1	17.2	1404	3.51E-01	1.27E+01	I	40	49	42
T_oreadicus	1	17.2	1404	7.76E-01	1.02E+01	I	40	49	42
T_oreadicus	1	17.2	1404	9.49E-01	5.91E+00	I	40	49	42
T_oreadicus	1	17.2	1404	9.70E-01	4.88E+00	I	40	49	42
T_oreadicus	1	17.2	1404	1.21E+00	2.71E+00	I	40	49	42
T_oreadicus	1	17.2	1404	1.07E+00	5.39E+00	I	40	49	42
T_oreadicus	1	17.2	1404	7.79E-01	4.67E+00	I	40	49	42
T_oreadicus	1	17.2	1404	8.47E-01	5.25E+00	I	40	49	42
T_oreadicus	1	17.2	1404	8.06E-01	1.32E+00	I	40	49	42
T_oreadicus	1	17.2	1404	7.79E-01	3.10E+00	I	40	49	42
T_oreadicus	1	17.2	1404	7.13E-01	4.67E-01	I	40	49	42
T_oreadicus	1	17.2	1404	7.32E-01	2.22E+00	I	40	49	42
T_oreadicus	1	17.2	1404	7.16E-01	3.27E+00	I	40	49	42
T_oreadicus	1	17.2	1404	4.73E-01	5.08E+00	I	40	49	42
T_oreadicus	1	17.2	1404	3.72E-01	3.14E+00	I	40	49	42
T_oreadicus	1	17.2	1404	3.05E-01	3.13E+00	I	40	49	42
T_oreadicus	1	17.2	1404	1.63E-01	3.83E+00	I	40	49	42
T_oreadicus	1	17.2	1404	4.87E-02	2.43E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	8.35E-01	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	17.2	1404	0.00E+00	3.85E+00	I	40	49	42
T_oreadicus	1	17.2	1404	2.24E-01	7.64E+00	I	40	49	42
T_oreadicus	1	17.2	1404	5.55E-01	7.52E+00	I	40	49	42
T_oreadicus	1	17.2	1404	6.86E-01	5.18E+00	I	40	49	42
T_oreadicus	2	17.2	1404	NA	NA	I	40	49	42
T_oreadicus	2	17.2	1404	8.32E-01	NA	I	40	49	42
T_oreadicus	2	17.2	1404	1.72E-01	1.28E+01	I	40	49	42
T_oreadicus	2	17.2	1404	2.43E-02	2.92E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	4.17E-01	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	4.17E+00	I	40	49	42
T_oreadicus	2	17.2	1404	2.43E-01	7.29E+00	I	40	49	42
T_oreadicus	2	17.2	1404	5.46E-01	6.25E+00	I	40	49	42
T_oreadicus	2	17.2	1404	5.65E-01	1.29E+01	I	40	49	42
T_oreadicus	2	17.2	1404	1.09E+00	9.02E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.26E+00	5.43E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.05E+00	4.80E+00	I	40	49	42
T_oreadicus	2	17.2	1404	9.62E-01	3.49E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.20E+00	3.55E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.29E+00	1.40E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.17E+00	1.32E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.36E+00	3.15E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.22E+00	6.78E+00	I	40	49	42
T_oreadicus	2	17.2	1404	9.01E-01	7.71E+00	I	40	49	42
T_oreadicus	2	17.2	1404	7.39E-01	3.83E+00	I	40	49	42
T_oreadicus	2	17.2	1404	6.96E-01	2.53E+00	I	40	49	42
T_oreadicus	2	17.2	1404	7.09E-01	2.38E+00	I	40	49	42
T_oreadicus	2	17.2	1404	6.60E-01	1.06E+00	I	40	49	42
T_oreadicus	2	17.2	1404	6.57E-01	3.65E+00	I	40	49	42
T_oreadicus	2	17.2	1404	6.01E-01	2.53E+00	I	40	49	42
T_oreadicus	2	17.2	1404	4.44E-01	5.16E+00	I	40	49	42
T_oreadicus	2	17.2	1404	3.84E-01	1.06E+00	I	40	49	42
T_oreadicus	2	17.2	1404	4.14E-01	2.52E+00	I	40	49	42
T_oreadicus	2	17.2	1404	5.60E-01	1.79E+00	I	40	49	42
T_oreadicus	2	17.2	1404	5.11E-01	6.59E-01	I	40	49	42
T_oreadicus	2	17.2	1404	4.89E-01	2.24E+00	I	40	49	42
T_oreadicus	2	17.2	1404	4.14E-01	1.47E+00	I	40	49	42
T_oreadicus	2	17.2	1404	3.65E-01	8.84E-01	I	40	49	42
T_oreadicus	2	17.2	1404	4.14E-01	4.38E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.00E-01	6.25E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.00E-01	2.51E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	1.72E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	17.2	1404	0.00E+00	4.66E+00	I	40	49	42
T_oreadicus	2	17.2	1404	2.72E-01	4.34E+00	I	40	49	42
T_oreadicus	2	17.2	1404	3.78E-01	5.25E+00	I	40	49	42
T_oreadicus	2	17.2	1404	2.41E-01	1.32E+01	I	40	49	42
T_oreadicus	2	17.2	1404	5.64E-01	1.00E+01	I	40	49	42
T_oreadicus	2	17.2	1404	8.08E-01	6.58E+00	I	40	49	42
T_oreadicus	2	17.2	1404	9.74E-01	4.29E+00	I	40	49	42
T_oreadicus	2	17.2	1404	9.83E-01	2.80E+00	I	40	49	42
T_oreadicus	2	17.2	1404	7.91E-01	2.64E+00	I	40	49	42
T_oreadicus	2	17.2	1404	7.81E-01	2.51E+00	I	40	49	42
T_oreadicus	2	17.2	1404	9.24E-01	4.19E+00	I	40	49	42
T_oreadicus	2	17.2	1404	1.02E+00	2.95E+00	I	40	49	42
T_oreadicus	2	17.2	1404	9.39E-01	5.50E+00	I	40	49	42
T_oreadicus	2	17.2	1404	8.27E-01	4.45E+00	I	40	49	42
T_oreadicus	1	31.4	1404	NA	NA	I	40	49	42
T_oreadicus	1	31.4	1404	2.36E+00	NA	I	40	49	42
T_oreadicus	1	31.4	1404	2.24E+00	6.64E+00	I	40	49	42
T_oreadicus	1	31.4	1404	1.98E+00	5.92E+00	I	40	49	42
T_oreadicus	1	31.4	1404	1.96E+00	1.12E+00	I	40	49	42
T_oreadicus	1	31.4	1404	2.10E+00	3.81E+00	I	40	49	42
T_oreadicus	1	31.4	1404	2.18E+00	5.48E+00	I	40	49	42
T_oreadicus	1	31.4	1404	1.84E+00	7.86E+00	I	40	49	42
T_oreadicus	1	31.4	1404	1.57E+00	6.78E+00	I	40	49	42
T_oreadicus	1	31.4	1404	1.54E+00	7.80E+00	I	40	49	42
T_oreadicus	1	31.4	1404	1.33E+00	1.02E+01	I	40	49	42
T_oreadicus	1	31.4	1404	9.31E-01	1.37E+01	I	40	49	42
T_oreadicus	1	31.4	1404	4.58E-01	1.27E+01	I	40	49	42
T_oreadicus	1	31.4	1404	1.38E-01	6.75E+00	I	40	49	42
T_oreadicus	1	31.4	1404	2.44E-02	2.52E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	4.18E-01	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	1	31.4	1404	0.00E+00	6.27E+00	I	40	49	42
T_oreadicus	1	31.4	1404	3.66E-01	4.77E+00	I	40	49	42
T_oreadicus	1	31.4	1404	3.91E-01	7.50E+00	I	40	49	42
T_oreadicus	1	31.4	1404	4.49E-01	1.03E+01	I	40	49	42
T_oreadicus	1	31.4	1404	4.45E-01	2.81E+00	I	40	49	42
T_oreadicus	1	31.4	1404	5.87E-01	6.39E+00	I	40	49	42
T_oreadicus	1	31.4	1404	8.59E-01	4.86E+00	I	40	49	42
T_oreadicus	1	31.4	1404	9.58E-01	3.26E+00	I	40	49	42
T_oreadicus	1	31.4	1404	9.51E-01	4.23E+00	I	40	49	42
T_oreadicus	1	31.4	1404	1.08E+00	5.02E+00	I	40	49	42
T_oreadicus	2	31.4	1404	NA	NA	I	40	49	42
T_oreadicus	2	31.4	1404	1.68E+00	NA	I	40	49	42
T_oreadicus	2	31.4	1404	1.61E+00	1.63E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.54E+00	1.89E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.53E+00	3.10E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.63E+00	1.06E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.68E+00	3.19E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.75E+00	1.40E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.70E+00	6.78E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.24E+00	8.55E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.10E+00	1.98E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.24E+00	4.29E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.10E+00	7.54E+00	I	40	49	42
T_oreadicus	2	31.4	1404	6.91E-01	1.29E+01	I	40	49	42
T_oreadicus	2	31.4	1404	2.68E-01	9.65E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	4.60E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	5.89E-01	I	40	49	42
T_oreadicus	2	31.4	1404	3.44E-02	2.95E-01	I	40	49	42
T_oreadicus	2	31.4	1404	3.44E-02	2.95E-01	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	5.89E-01	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	0.00E+00	I	40	49	42
T_oreadicus	2	31.4	1404	0.00E+00	1.15E+01	I	40	49	42
T_oreadicus	2	31.4	1404	6.69E-01	1.43E+01	I	40	49	42
T_oreadicus	2	31.4	1404	1.15E+00	1.11E+01	I	40	49	42
T_oreadicus	2	31.4	1404	1.15E+00	7.98E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.17E+00	4.13E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.18E+00	8.97E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.53E+00	5.15E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.57E+00	2.74E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.27E+00	5.69E+00	I	40	49	42
T_oreadicus	2	31.4	1404	1.22E+00	6.93E+00	I	40	49	42
T_oreadicus	1	26.4	1418	NA	NA	F	60	79	51
T_oreadicus	1	26.4	1418	2.10E+00	NA	F	60	79	51
T_oreadicus	1	26.4	1418	1.76E+00	1.02E+01	F	60	79	51
