species	run	temp	PEL	veloc	acel	sex	SVL	TL	TB
T_oreadicus	1	26.4	1418	1.50E+00	5.92E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.31E+00	4.48E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.41E+00	2.72E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.45E+00	4.89E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.53E+00	5.67E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.16E+00	6.72E+00	F	60	79	51
T_oreadicus	1	26.4	1418	9.66E-01	3.44E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.11E+00	3.44E-01	F	60	79	51
T_oreadicus	1	26.4	1418	9.46E-01	7.63E+00	F	60	79	51
T_oreadicus	1	26.4	1418	5.96E-01	1.08E+01	F	60	79	51
T_oreadicus	1	26.4	1418	2.34E-01	8.26E+00	F	60	79	51
T_oreadicus	1	26.4	1418	2.84E-02	3.77E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	4.86E-01	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	0.00E+00	F	60	79	51
T_oreadicus	1	26.4	1418	0.00E+00	6.82E+00	F	60	79	51
T_oreadicus	1	26.4	1418	3.98E-01	1.07E+01	F	60	79	51
T_oreadicus	1	26.4	1418	8.23E-01	9.99E+00	F	60	79	51
T_oreadicus	1	26.4	1418	9.93E-01	4.52E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.11E+00	7.99E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.42E+00	6.36E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.56E+00	4.01E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.53E+00	6.42E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.87E+00	3.89E+00	F	60	79	51
T_oreadicus	1	26.4	1418	1.81E+00	1.22E+01	F	60	79	51
T_oreadicus	2	26.4	1418	NA	NA	F	60	79	51
T_oreadicus	2	26.4	1418	2.35E+00	NA	F	60	79	51
T_oreadicus	2	26.4	1418	1.65E+00	1.26E+01	F	60	79	51
T_oreadicus	2	26.4	1418	1.43E+00	2.37E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.59E+00	2.09E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.55E+00	7.65E+00	F	60	79	51
T_oreadicus	2	26.4	1418	2.01E+00	5.05E+00	F	60	79	51
T_oreadicus	2	26.4	1418	2.08E+00	3.99E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.69E+00	4.97E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.80E+00	6.10E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.98E+00	2.41E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.95E+00	3.51E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.74E+00	1.90E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.80E+00	2.83E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.95E+00	1.67E+00	F	60	79	51
T_oreadicus	2	26.4	1418	1.74E+00	1.14E+01	F	60	79	51
T_oreadicus	1	19.6	1418	NA	NA	F	60	79	51
T_oreadicus	1	19.6	1418	9.60E-01	NA	F	60	79	51
T_oreadicus	1	19.6	1418	5.08E-01	1.28E+01	F	60	79	51
T_oreadicus	1	19.6	1418	1.13E-01	7.74E+00	F	60	79	51
T_oreadicus	1	19.6	1418	0.00E+00	1.75E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.89E-01	2.28E+00	F	60	79	51
T_oreadicus	1	19.6	1418	3.99E-02	4.76E+00	F	60	79	51
T_oreadicus	1	19.6	1418	2.95E-01	9.98E-01	F	60	79	51
T_oreadicus	1	19.6	1418	3.99E-02	6.43E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.44E-01	1.41E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.02E-01	1.30E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.16E-01	1.69E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.65E-01	7.65E-01	F	60	79	51
T_oreadicus	1	19.6	1418	0.00E+00	2.82E+00	F	60	79	51
T_oreadicus	1	19.6	1418	0.00E+00	4.33E+00	F	60	79	51
T_oreadicus	1	19.6	1418	2.53E-01	1.12E+01	F	60	79	51
T_oreadicus	1	19.6	1418	7.75E-01	1.28E+01	F	60	79	51
T_oreadicus	1	19.6	1418	1.13E+00	3.06E+00	F	60	79	51
T_oreadicus	1	19.6	1418	9.02E-01	9.64E+00	F	60	79	51
T_oreadicus	1	19.6	1418	6.19E-01	3.88E+00	F	60	79	51
T_oreadicus	1	19.6	1418	6.45E-01	5.57E+00	F	60	79	51
T_oreadicus	1	19.6	1418	5.43E-01	6.39E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.41E-01	7.52E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.44E-01	2.08E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.65E-01	3.08E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.72E-01	1.95E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.69E-01	1.53E+00	F	60	79	51
T_oreadicus	1	19.6	1418	7.99E-02	2.47E+00	F	60	79	51
T_oreadicus	1	19.6	1418	0.00E+00	9.68E-01	F	60	79	51
T_oreadicus	1	19.6	1418	5.65E-02	6.85E-01	F	60	79	51
T_oreadicus	1	19.6	1418	6.31E-02	8.73E-01	F	60	79	51
T_oreadicus	1	19.6	1418	2.82E-02	9.98E-01	F	60	79	51
T_oreadicus	1	19.6	1418	2.82E-02	2.42E-01	F	60	79	51
T_oreadicus	1	19.6	1418	2.82E-02	7.26E-01	F	60	79	51
T_oreadicus	1	19.6	1418	0.00E+00	1.19E+01	F	60	79	51
T_oreadicus	1	19.6	1418	6.99E-01	1.57E+01	F	60	79	51
T_oreadicus	1	19.6	1418	1.24E+00	7.26E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.00E+00	3.39E+00	F	60	79	51
T_oreadicus	1	19.6	1418	9.60E-01	4.62E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.02E+00	2.00E+00	F	60	79	51
T_oreadicus	1	19.6	1418	8.87E-01	3.16E+00	F	60	79	51
T_oreadicus	1	19.6	1418	9.15E-01	5.59E+00	F	60	79	51
T_oreadicus	1	19.6	1418	5.93E-01	7.02E+00	F	60	79	51
T_oreadicus	1	19.6	1418	4.56E-01	1.95E+00	F	60	79	51
T_oreadicus	1	19.6	1418	6.80E-01	5.52E+00	F	60	79	51
T_oreadicus	1	19.6	1418	6.97E-01	1.41E+00	F	60	79	51
T_oreadicus	1	19.6	1418	5.99E-01	6.25E+00	F	60	79	51
T_oreadicus	1	19.6	1418	3.71E-01	7.04E+00	F	60	79	51
T_oreadicus	1	19.6	1418	7.99E-02	6.93E+00	F	60	79	51
T_oreadicus	1	19.6	1418	6.31E-02	5.41E-01	F	60	79	51
T_oreadicus	1	19.6	1418	8.93E-02	2.40E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.60E-01	3.10E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.72E-01	1.30E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.26E-01	2.16E+00	F	60	79	51
T_oreadicus	1	19.6	1418	2.82E-02	5.31E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.79E-01	1.45E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.79E-01	6.85E+00	F	60	79	51
T_oreadicus	1	19.6	1418	3.22E-01	1.56E+01	F	60	79	51
T_oreadicus	1	19.6	1418	9.35E-01	1.02E+01	F	60	79	51
T_oreadicus	1	19.6	1418	1.04E+00	7.26E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.08E+00	4.36E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.16E+00	5.13E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.17E+00	2.92E+00	F	60	79	51
T_oreadicus	1	19.6	1418	1.02E+00	9.12E+00	F	60	79	51
T_oreadicus	1	19.6	1418	9.85E-01	6.05E+00	F	60	79	51
T_oreadicus	1	19.6	1418	8.97E-01	6.58E+00	F	60	79	51
T_oreadicus	1	19.6	1418	7.91E-01	6.55E+00	F	60	79	51
T_oreadicus	1	19.6	1418	8.27E-01	2.23E+00	F	60	79	51
T_oreadicus	1	19.6	1418	6.87E-01	5.15E+00	F	60	79	51
T_oreadicus	1	19.6	1418	5.55E-01	3.83E+00	F	60	79	51
T_oreadicus	1	19.6	1418	4.83E-01	2.99E+00	F	60	79	51
T_oreadicus	2	19.6	1418	NA	NA	F	60	79	51
T_oreadicus	2	19.6	1418	1.27E+00	NA	F	60	79	51
T_oreadicus	2	19.6	1418	8.45E-01	8.02E+00	F	60	79	51
T_oreadicus	2	19.6	1418	6.78E-01	4.15E+00	F	60	79	51
T_oreadicus	2	19.6	1418	7.12E-01	7.55E+00	F	60	79	51
T_oreadicus	2	19.6	1418	8.83E-01	1.94E+00	F	60	79	51
T_oreadicus	2	19.6	1418	9.08E-01	1.71E+00	F	60	79	51
T_oreadicus	2	19.6	1418	7.78E-01	6.33E+00	F	60	79	51
T_oreadicus	2	19.6	1418	5.55E-01	3.74E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.51E-01	1.94E+00	F	60	79	51
T_oreadicus	2	19.6	1418	6.35E-01	3.45E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.79E-01	8.30E+00	F	60	79	51
T_oreadicus	2	19.6	1418	6.29E-01	1.45E+00	F	60	79	51
T_oreadicus	2	19.6	1418	5.80E-01	2.98E+00	F	60	79	51
T_oreadicus	2	19.6	1418	3.03E-01	4.12E+00	F	60	79	51
T_oreadicus	2	19.6	1418	3.91E-01	9.94E-01	F	60	79	51
T_oreadicus	2	19.6	1418	3.42E-01	5.33E+00	F	60	79	51
T_oreadicus	2	19.6	1418	6.29E-02	4.35E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.59E-01	1.99E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.59E-01	1.36E+00	F	60	79	51
T_oreadicus	2	19.6	1418	0.00E+00	2.41E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.81E-02	7.01E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.23E-01	7.93E+00	F	60	79	51
T_oreadicus	2	19.6	1418	6.62E-01	1.41E+01	F	60	79	51
T_oreadicus	2	19.6	1418	1.16E+00	8.08E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.26E+00	3.36E+00	F	60	79	51
T_oreadicus	2	19.6	1418	8.36E-01	8.05E+00	F	60	79	51
T_oreadicus	2	19.6	1418	8.56E-01	7.23E-01	F	60	79	51
T_oreadicus	2	19.6	1418	8.75E-01	3.09E+00	F	60	79	51
T_oreadicus	2	19.6	1418	8.59E-01	6.47E+00	F	60	79	51
T_oreadicus	2	19.6	1418	8.46E-01	8.16E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.78E-01	6.05E+00	F	60	79	51
T_oreadicus	2	19.6	1418	3.11E-01	5.55E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.67E-01	2.29E+00	F	60	79	51
T_oreadicus	2	19.6	1418	7.96E-02	4.31E+00	F	60	79	51
T_oreadicus	2	19.6	1418	7.96E-02	6.82E-01	F	60	79	51
T_oreadicus	2	19.6	1418	0.00E+00	1.36E+00	F	60	79	51
T_oreadicus	2	19.6	1418	0.00E+00	4.82E-01	F	60	79	51
T_oreadicus	2	19.6	1418	2.81E-02	2.41E-01	F	60	79	51
T_oreadicus	2	19.6	1418	2.81E-02	2.65E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.41E-01	1.76E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.43E-01	1.23E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.81E-02	2.90E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.81E-02	4.10E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.40E-01	4.35E+00	F	60	79	51
T_oreadicus	2	19.6	1418	3.70E-01	4.76E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.16E-01	6.79E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.14E-01	1.41E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.81E-02	9.09E+00	F	60	79	51
T_oreadicus	2	19.6	1418	3.29E-01	6.96E+00	F	60	79	51
T_oreadicus	2	19.6	1418	5.16E-01	4.21E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.84E-01	1.02E+01	F	60	79	51
T_oreadicus	2	19.6	1418	7.43E-01	1.11E+01	F	60	79	51
T_oreadicus	2	19.6	1418	7.94E-01	4.43E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.02E+00	6.53E+00	F	60	79	51
T_oreadicus	2	19.6	1418	7.92E-01	8.37E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.03E-01	6.49E+00	F	60	79	51
T_oreadicus	2	19.6	1418	3.75E-01	2.66E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.30E-01	7.63E-01	F	60	79	51
T_oreadicus	2	19.6	1418	3.83E-01	1.30E+00	F	60	79	51
T_oreadicus	2	19.6	1418	3.48E-01	2.22E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.51E-01	7.43E+00	F	60	79	51
T_oreadicus	2	19.6	1418	7.06E-01	4.66E+00	F	60	79	51
T_oreadicus	2	19.6	1418	7.10E-01	4.13E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.22E-01	8.03E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.27E-01	5.61E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.42E-01	2.75E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.01E-01	2.90E+00	F	60	79	51
T_oreadicus	2	19.6	1418	2.81E-02	2.22E+00	F	60	79	51
T_oreadicus	2	19.6	1418	8.90E-02	1.41E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.19E-01	2.66E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.13E-01	2.81E+00	F	60	79	51
T_oreadicus	2	19.6	1418	1.16E-01	9.94E-01	F	60	79	51
T_oreadicus	2	19.6	1418	0.00E+00	7.25E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.72E-01	7.72E+00	F	60	79	51
T_oreadicus	2	19.6	1418	6.80E-01	3.24E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.86E-01	3.56E+00	F	60	79	51
T_oreadicus	2	19.6	1418	5.06E-01	1.45E+00	F	60	79	51
T_oreadicus	2	19.6	1418	5.65E-01	1.08E+00	F	60	79	51
T_oreadicus	2	19.6	1418	4.79E-01	3.36E+00	F	60	79	51
T_oreadicus	1	33.2	1418	NA	NA	F	60	79	51
T_oreadicus	1	33.2	1418	1.99E+00	NA	F	60	79	51
T_oreadicus	1	33.2	1418	2.21E+00	4.07E+00	F	60	79	51
T_oreadicus	1	33.2	1418	2.27E+00	5.43E+00	F	60	79	51
T_oreadicus	1	33.2	1418	1.93E+00	3.22E+00	F	60	79	51
T_oreadicus	1	33.2	1418	2.01E+00	5.36E-01	F	60	79	51
T_oreadicus	1	33.2	1418	2.12E+00	4.65E+00	F	60	79	51
T_oreadicus	1	33.2	1418	2.13E+00	4.32E+00	F	60	79	51
T_oreadicus	1	33.2	1418	2.39E+00	6.29E+00	F	60	79	51
T_oreadicus	1	33.2	1418	2.41E+00	4.07E+00	F	60	79	51
T_oreadicus	1	33.2	1418	2.16E+00	7.93E+00	F	60	79	51
T_oreadicus	1	33.2	1418	1.87E+00	4.77E+00	F	60	79	51
T_oreadicus	1	33.2	1418	1.85E+00	1.51E+00	F	60	79	51
T_oreadicus	1	33.2	1418	1.98E+00	7.27E+00	F	60	79	51
T_oreadicus	2	33.2	1418	NA	NA	F	60	79	51
T_oreadicus	2	33.2	1418	2.15E+00	NA	F	60	79	51
T_oreadicus	2	33.2	1418	2.08E+00	3.02E+00	F	60	79	51
T_oreadicus	2	33.2	1418	1.97E+00	1.94E+00	F	60	79	51
T_oreadicus	2	33.2	1418	2.16E+00	6.61E+00	F	60	79	51
T_oreadicus	2	33.2	1418	2.42E+00	1.94E+00	F	60	79	51
T_oreadicus	2	33.2	1418	2.16E+00	4.52E+00	F	60	79	51
T_oreadicus	2	33.2	1418	2.00E+00	5.54E+00	F	60	79	51
T_oreadicus	2	33.2	1418	2.11E+00	3.97E+00	F	60	79	51
T_oreadicus	2	33.2	1418	1.91E+00	3.14E+00	F	60	79	51
T_oreadicus	2	33.2	1418	1.88E+00	1.62E+00	F	60	79	51
T_oreadicus	2	33.2	1418	1.85E+00	1.46E+00	F	60	79	51
T_oreadicus	2	33.2	1418	1.84E+00	2.91E+00	F	60	79	51
T_oreadicus	2	33.2	1418	1.80E+00	3.51E+00	F	60	79	51
T_oreadicus	2	33.2	1418	1.58E+00	1.01E+01	F	60	79	51
T_oreadicus	1	26	1507	NA	NA	M	74	123	123
T_oreadicus	1	26	1507	1.18E+00	NA	M	74	123	123
T_oreadicus	1	26	1507	7.39E-01	7.86E+00	M	74	123	123
T_oreadicus	1	26	1507	9.08E-01	2.71E+00	M	74	123	123
T_oreadicus	1	26	1507	6.59E-01	8.93E+00	M	74	123	123
T_oreadicus	1	26	1507	4.41E-01	7.58E+00	M	74	123	123
T_oreadicus	1	26	1507	2.78E-01	1.08E+01	M	74	123	123
T_oreadicus	1	26	1507	3.99E-01	3.39E+00	M	74	123	123
T_oreadicus	1	26	1507	1.02E-01	6.30E+00	M	74	123	123
T_oreadicus	1	26	1507	1.20E-01	6.17E+00	M	74	123	123
T_oreadicus	1	26	1507	2.06E-01	9.97E+00	M	74	123	123
T_oreadicus	1	26	1507	7.81E-01	1.67E+01	M	74	123	123
T_oreadicus	1	26	1507	1.34E+00	1.66E+01	M	74	123	123
T_oreadicus	1	26	1507	1.78E+00	5.90E+00	M	74	123	123
T_oreadicus	1	26	1507	1.75E+00	9.79E+00	M	74	123	123
T_oreadicus	1	26	1507	1.75E+00	3.44E+00	M	74	123	123
T_oreadicus	1	26	1507	1.67E+00	5.18E+00	M	74	123	123
T_oreadicus	1	26	1507	1.87E+00	8.73E+00	M	74	123	123
T_oreadicus	1	26	1507	2.38E+00	4.57E+00	M	74	123	123
T_oreadicus	1	26	1507	1.80E+00	1.24E+01	M	74	123	123
T_oreadicus	1	26	1507	1.34E+00	8.32E+00	M	74	123	123
T_oreadicus	1	26	1507	1.42E+00	6.07E+00	M	74	123	123
T_oreadicus	1	26	1507	1.07E+00	9.11E+00	M	74	123	123
T_oreadicus	1	26	1507	7.93E-01	5.99E+00	M	74	123	123
T_oreadicus	1	26	1507	7.15E-01	5.11E+00	M	74	123	123
T_oreadicus	1	26	1507	4.80E-01	5.90E+00	M	74	123	123
T_oreadicus	1	26	1507	2.95E-01	5.86E+00	M	74	123	123
T_oreadicus	1	26	1507	1.41E-01	3.47E+00	M	74	123	123
T_oreadicus	1	26	1507	2.82E-02	2.18E+00	M	74	123	123
T_oreadicus	1	26	1507	2.82E-02	2.42E-01	M	74	123	123
T_oreadicus	1	26	1507	2.82E-02	2.42E-01	M	74	123	123
T_oreadicus	1	26	1507	2.82E-02	2.42E-01	M	74	123	123
T_oreadicus	1	26	1507	0.00E+00	0.00E+00	M	74	123	123
T_oreadicus	1	26	1507	2.82E-02	7.26E-01	M	74	123	123
T_oreadicus	1	26	1507	5.65E-02	0.00E+00	M	74	123	123
T_oreadicus	1	26	1507	2.82E-02	7.26E-01	M	74	123	123
T_oreadicus	1	26	1507	0.00E+00	4.84E-01	M	74	123	123
T_oreadicus	1	26	1507	0.00E+00	4.84E-01	M	74	123	123
T_oreadicus	1	26	1507	2.82E-02	5.41E-01	M	74	123	123
T_oreadicus	1	26	1507	3.99E-02	1.38E+01	M	74	123	123
T_oreadicus	1	26	1507	8.24E-01	1.33E+01	M	74	123	123
T_oreadicus	1	26	1507	1.16E+00	1.04E+01	M	74	123	123
T_oreadicus	2	26	1507	NA	NA	M	74	123	123
T_oreadicus	2	26	1507	7.39E-01	NA	M	74	123	123
T_oreadicus	2	26	1507	1.13E-01	1.17E+01	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	1.94E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	0.00E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	0.00E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	0.00E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	0.00E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	0.00E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	0.00E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	1.39E+01	M	74	123	123
T_oreadicus	2	26	1507	8.12E-01	1.12E+01	M	74	123	123
T_oreadicus	2	26	1507	1.03E+00	9.97E+00	M	74	123	123
T_oreadicus	2	26	1507	1.02E+00	3.84E+00	M	74	123	123
T_oreadicus	2	26	1507	1.36E+00	1.19E+01	M	74	123	123
T_oreadicus	2	26	1507	1.62E+00	3.98E+00	M	74	123	123
T_oreadicus	2	26	1507	1.71E+00	2.48E+00	M	74	123	123
T_oreadicus	2	26	1507	1.36E+00	9.26E+00	M	74	123	123
T_oreadicus	2	26	1507	1.11E+00	4.13E+00	M	74	123	123
T_oreadicus	2	26	1507	1.06E+00	6.85E+00	M	74	123	123
T_oreadicus	2	26	1507	8.06E-01	5.39E+00	M	74	123	123
T_oreadicus	2	26	1507	6.10E-01	4.48E+00	M	74	123	123
T_oreadicus	2	26	1507	6.01E-01	4.67E+00	M	74	123	123
T_oreadicus	2	26	1507	2.79E-01	8.03E+00	M	74	123	123
T_oreadicus	2	26	1507	1.42E-01	4.43E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	2.43E+00	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	4.86E-01	M	74	123	123
T_oreadicus	2	26	1507	2.83E-02	2.43E-01	M	74	123	123
T_oreadicus	2	26	1507	2.83E-02	2.43E-01	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	4.86E-01	M	74	123	123
T_oreadicus	2	26	1507	0.00E+00	1.02E+01	M	74	123	123
T_oreadicus	2	26	1507	5.98E-01	1.48E+01	M	74	123	123
T_oreadicus	2	26	1507	1.14E+00	1.64E+01	M	74	123	123
T_oreadicus	2	26	1507	1.45E+00	1.63E+01	M	74	123	123
T_oreadicus	2	26	1507	1.45E+00	1.01E+01	M	74	123	123
T_oreadicus	2	26	1507	1.26E+00	9.59E+00	M	74	123	123
T_oreadicus	2	26	1507	1.22E+00	1.06E+01	M	74	123	123
T_oreadicus	2	26	1507	6.85E-01	4.98E+00	M	74	123	123
T_oreadicus	2	26	1507	7.18E-01	2.24E+00	M	74	123	123
T_oreadicus	2	26	1507	1.14E+00	4.07E+00	M	74	123	123
T_oreadicus	2	26	1507	8.22E-01	4.14E+00	M	74	123	123
T_oreadicus	2	26	1507	9.37E-01	3.16E+00	M	74	123	123
T_oreadicus	2	26	1507	1.00E+00	5.72E+00	M	74	123	123
T_oreadicus	2	26	1507	8.75E-01	2.08E+00	M	74	123	123
T_oreadicus	2	26	1507	1.10E+00	6.41E+00	M	74	123	123
T_oreadicus	2	26	1507	1.19E+00	3.30E+00	M	74	123	123
T_oreadicus	2	26	1507	9.07E-01	6.96E+00	M	74	123	123
T_oreadicus	1	17.6	1507	NA	NA	M	74	123	123
T_oreadicus	1	17.6	1507	3.38E-01	NA	M	74	123	123
T_oreadicus	1	17.6	1507	3.17E-02	3.50E+00	M	74	123	123
T_oreadicus	1	17.6	1507	9.51E-02	6.79E-01	M	74	123	123
T_oreadicus	1	17.6	1507	9.51E-02	5.19E-01	M	74	123	123
T_oreadicus	1	17.6	1507	9.92E-02	3.70E-01	M	74	123	123
T_oreadicus	1	17.6	1507	1.28E-01	1.68E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.34E-01	2.43E+00	M	74	123	123
T_oreadicus	1	17.6	1507	2.92E-01	1.10E+00	M	74	123	123
T_oreadicus	1	17.6	1507	2.35E-01	1.98E+00	M	74	123	123
T_oreadicus	1	17.6	1507	5.11E-02	3.28E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.85E-01	2.15E+00	M	74	123	123
T_oreadicus	1	17.6	1507	3.20E-01	1.14E+00	M	74	123	123
T_oreadicus	1	17.6	1507	2.56E-01	1.91E+00	M	74	123	123
T_oreadicus	1	17.6	1507	0.00E+00	3.20E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.91E-01	3.85E+00	M	74	123	123
T_oreadicus	1	17.6	1507	5.43E-01	4.25E-01	M	74	123	123
T_oreadicus	1	17.6	1507	3.01E-01	4.34E+00	M	74	123	123
T_oreadicus	1	17.6	1507	2.38E-01	3.88E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.79E-01	4.75E+00	M	74	123	123
T_oreadicus	1	17.6	1507	5.92E-01	2.77E+00	M	74	123	123
T_oreadicus	1	17.6	1507	5.87E-01	2.18E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.56E-01	4.16E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.53E-01	8.70E-01	M	74	123	123
T_oreadicus	1	17.6	1507	1.00E-01	8.46E-01	M	74	123	123
T_oreadicus	1	17.6	1507	1.42E-02	9.19E-01	M	74	123	123
T_oreadicus	1	17.6	1507	8.97E-02	7.09E-01	M	74	123	123
T_oreadicus	1	17.6	1507	5.67E-02	1.29E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.85E-01	2.80E+00	M	74	123	123
T_oreadicus	1	17.6	1507	3.15E-01	3.61E+00	M	74	123	123
T_oreadicus	1	17.6	1507	6.85E-01	2.17E+00	M	74	123	123
T_oreadicus	1	17.6	1507	6.12E-01	1.82E+00	M	74	123	123
T_oreadicus	1	17.6	1507	7.72E-01	9.43E-01	M	74	123	123
T_oreadicus	1	17.6	1507	7.10E-01	4.18E+00	M	74	123	123
T_oreadicus	1	17.6	1507	1.14E-01	6.01E+00	M	74	123	123
T_oreadicus	1	17.6	1507	8.02E-02	1.50E+00	M	74	123	123
T_oreadicus	1	17.6	1507	7.23E-02	3.03E+00	M	74	123	123
T_oreadicus	1	17.6	1507	3.97E-01	2.97E+00	M	74	123	123
T_oreadicus	1	17.6	1507	5.46E-01	8.44E-01	M	74	123	123
T_oreadicus	1	17.6	1507	3.01E-01	1.73E+00	M	74	123	123
T_oreadicus	1	17.6	1507	3.26E-01	1.55E+00	M	74	123	123
T_oreadicus	1	17.6	1507	3.27E-01	9.27E-01	M	74	123	123
T_oreadicus	1	17.6	1507	1.79E-01	2.70E+00	M	74	123	123
T_oreadicus	1	17.6	1507	7.09E-02	1.59E+00	M	74	123	123
T_oreadicus	1	17.6	1507	8.62E-02	6.79E-01	M	74	123	123
T_oreadicus	1	17.6	1507	6.01E-02	6.26E-01	M	74	123	123
T_oreadicus	1	17.6	1507	5.11E-02	1.02E+00	M	74	123	123
T_oreadicus	1	17.6	1507	8.62E-02	1.30E+00	M	74	123	123
