especie	corrida	temp	PEL	veloc	acel	sexo	CRC	CC	BC
A_ameiva	1	28.4	01669	7.95E-01	1.43E+01	M	106	246	246
A_ameiva	1	28.4	01669	3.37E-01	1.03E+01	M	106	246	246
A_ameiva	1	28.4	01669	8.10E-02	3.30E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.31E-01	1.28E+00	M	106	246	246
A_ameiva	1	28.4	01669	7.68E-02	1.60E+00	M	106	246	246
A_ameiva	1	28.4	01669	3.62E-02	1.55E+00	M	106	246	246
A_ameiva	1	28.4	01669	0.00E+00	6.22E-01	M	106	246	246
A_ameiva	1	28.4	01669	0.00E+00	0.00E+00	M	106	246	246
A_ameiva	1	28.4	01669	0.00E+00	0.00E+00	M	106	246	246
A_ameiva	1	28.4	01669	0.00E+00	0.00E+00	M	106	246	246
A_ameiva	1	28.4	01669	0.00E+00	1.97E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.15E-01	3.54E+00	M	106	246	246
A_ameiva	1	28.4	01669	2.64E-01	3.41E+00	M	106	246	246
A_ameiva	1	28.4	01669	3.27E-01	9.81E-01	M	106	246	246
A_ameiva	1	28.4	01669	2.75E-01	5.90E+00	M	106	246	246
A_ameiva	1	28.4	01669	3.58E-01	1.69E+01	M	106	246	246
A_ameiva	1	28.4	01669	1.18E+00	1.41E+01	M	106	246	246
A_ameiva	1	28.4	01669	1.34E+00	6.40E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.13E+00	7.80E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.18E+00	4.15E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.39E+00	8.97E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.59E+00	4.40E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.65E+00	4.45E+00	M	106	246	246
A_ameiva	1	28.4	01669	1.69E+00	4.85E+00	M	106	246	246
A_ameiva	2	28.4	01669	NA	NA	M	106	246	246
A_ameiva	2	28.4	01669	1.32E+00	NA	M	106	246	246
A_ameiva	2	28.4	01669	1.86E+00	8.10E+00	M	106	246	246
A_ameiva	2	28.4	01669	2.05E+00	5.85E+00	M	106	246	246
A_ameiva	2	28.4	01669	1.32E+00	1.39E+01	M	106	246	246
