"mean"	"sd"	"2.5%"	"25%"	"50%"	"75%"	"97.5%"	"Rhat"	"n.eff"	"overlap0"	"f"
"phiJS[34]"	0.682158362791249	0.115519354784506	0.401759267934053	0.6251852193915	0.69759296636462	0.752450988860462	0.88341053853287	1.00031863326573	12827	0	1
"phiJS[35]"	0.711378065935743	0.106338558096949	0.463379382355703	0.65809642150338	0.717192557161669	0.77647094860868	0.90599287973072	1.00017345331385	3e+05	0	1
"phiJS[36]"	0.724392935998334	0.0977427918973583	0.508376635774199	0.671280927120348	0.724853068038142	0.785781143590828	0.9113712364889	1.00014530045342	16832	0	1
"phiJS[37]"	0.734250844466897	0.0916045441188332	0.545704118444842	0.678613833168192	0.731133234890566	0.793484659958627	0.915937126781578	1.00022184135818	17694	0	1
"phiJS[38]"	0.642854655339538	0.112138365712961	0.386733066961846	0.576372900410926	0.661941755474368	0.717853766350315	0.834763740348683	1.00029887391862	12749	0	1
"phiJS[39]"	0.675364076556955	0.103833631775567	0.439956122537968	0.617419128020648	0.68675415629352	0.738626270824678	0.868994774930331	1.00011637566449	56508	0	1
"phiJS[40]"	0.672111001497665	0.0997579312075854	0.447069531885505	0.615092321912321	0.68415159966621	0.734574129354945	0.855144047512036	1.00009355379659	218104	0	1
"phiJS[41]"	0.70207155359458	0.093355755086534	0.495778135691986	0.650063270344516	0.706857943320972	0.759299084835676	0.881266381682471	1.00006848879056	71609	0	1
"phiJS[42]"	0.745052942871633	0.0870960799296822	0.566040636725621	0.691601855587145	0.741755260770248	0.801725479460899	0.918054031424969	1.0001384037935	28084	0	1
"phiJS[43]"	0.689222181911053	0.112078548941538	0.421059265009183	0.631455285568936	0.703665996969876	0.759536367640636	0.883972040236361	1.00017271952638	54362	0	1
"phiJS[44]"	0.720163129388005	0.103098841121619	0.483705917634758	0.665754087638569	0.725653301427293	0.785205212863437	0.908640460050705	1.00018516274025	52775	0	1
"phiJS[45]"	0.692962259116234	0.119916715637112	0.393643265399163	0.638781131256005	0.70858766402886	0.765574385813472	0.894838465770449	1.00016498164142	101176	0	1
"phiJS[46]"	0	0	0	0	0	0	0	NA	1	0	1
"alpha.phiJS"	1.00397239268326	0.15537476194942	0.749628871212589	0.897370996279	0.984829669399742	1.08982756969493	1.3707525305089	1.00341256059969	3058	0	1
"sigma.phiJS"	0.506593125137548	0.265566174105897	0.0414734902137116	0.318818365935889	0.492390816116245	0.67345034375759	1.07862200058801	1.00153198811144	3863	0	1
"betaphiJS[1]"	0.000821260177149045	0.0345667663962931	-0.0697677646493513	0	0	0.000661866585482443	0.0750138125342399	1.00100958834507	68900	1	0.76201
"betaphiJS[2]"	0.00249161039584907	0.033351759448885	-0.0630949223823512	0	0	0.00246853974631831	0.0800385219645623	1.00009200285279	41166	1	0.773266666666667
"betaphiJS[3]"	0.00447347511172847	0.0370894151159145	-0.0602430748284871	0	0	0.00558613047043533	0.0891858685060625	1.00027251218228	3e+05	1	0.78633
"betaphiJS[4]"	-0.00678557624091302	0.0416883986592101	-0.0978307660369572	-0.00801952567223628	0	0	0.0552556256977513	1.01483276121702	20079	1	0.297573333333333
"betaphiJS[5]"	0.00391153408425581	0.033333597323882	-0.0590331307414062	0	0	0.00487942371912229	0.0843106980487808	1.0000638754552	3e+05	1	0.786976666666667
"betaphiJS[6]"	-0.000136630098857368	0.0327489914712	-0.0706641189559956	0	0	0	0.0701183544391658	1.00000501685455	3e+05	1	0.248063333333333
"betaphiJS[7]"	-0.00458562466255959	0.0350666084520428	-0.0874340323810082	-0.00562735220987849	0	0	0.057978501190601	1.00085467250346	172186	1	0.284426666666667
"betaphiJS[8]"	0.00382622487083603	0.0348949141221048	-0.0604726833006164	0	0	0.00496241159686186	0.0853551329401176	1.0000895004672	74988	1	0.784163333333333
"varphiJS[1]"	0.49208	0.499938102895463	0	0	0	1	1	1.00000922678877	140618	1	1
"varphiJS[2]"	0.491526666666667	0.499929030681764	0	0	0	1	1	1.00000200391249	285640	1	1
"varphiJS[3]"	0.497106666666667	0.499992461873671	0	0	0	1	1	1.00000679870817	169520	1	1
"varphiJS[4]"	0.500073333333333	0.500000827958566	0	0	1	1	1	1.00000464930764	207273	1	1
"varphiJS[5]"	0.49274	0.49994812286988	0	0	0	1	1	1.0000231206537	71141	1	1
"varphiJS[6]"	0.488346666666667	0.499865014484734	0	0	0	1	1	1.00000615634031	179371	1	1
"varphiJS[7]"	0.494153333333333	0.499966648598779	0	0	0	1	1	1.00000022128129	3e+05	1	1
"varphiJS[8]"	0.495676666666667	0.49998214174428	0	0	0	1	1	0.999995396400284	3e+05	1	1
"f[1]"	0.195162432173541	0.271915381155093	0.00385325737544122	0.0363275242592332	0.100653396406035	0.244640189534617	0.93803597594798	1.00020625488731	27353	0	1
"f[2]"	0.168462900366552	0.215313939391612	0.0037915921249058	0.0338901429169821	0.0926937075820351	0.218641051630214	0.769654554135382	1.00017142827995	14036	0	1
"f[3]"	0.520145458351282	0.475956969699211	0.0107571911441171	0.151330766945669	0.397307290760099	0.754554072950318	1.72172820597689	1.00018730572998	172130	0	1
"f[4]"	0.060102726137781	0.0643215419154059	0.00228186126665712	0.0166466278041697	0.0392235928652258	0.080742793630413	0.236775883641728	1.00044467287764	6644	0	1
"f[5]"	0.068517861311169	0.0722971633654366	0.00252486600521633	0.0191059703149201	0.04510115673979	0.0927765107023815	0.264912508460146	1.00033269118176	6560	0	1
"f[6]"	0.930836953681572	0.416996336873375	0.297330445837033	0.63576540563873	0.870289420414731	1.15766468105093	1.92152848894261	1.00013971399005	15186	0	1
"f[7]"	0.168725351136369	0.176682901164231	0.00441291707091334	0.0423724500733152	0.111330273011272	0.236317174001747	0.639846663662893	1.00017724143485	17127	0	1
"f[8]"	0.233054504710326	0.237849600758997	0.00562899188792783	0.0593642857762435	0.158447805986715	0.329229878860442	0.868779619054643	1.00009127500356	25479	0	1
"f[9]"	0.181172366190579	0.206909906502852	0.00433096029798202	0.041112646224676	0.110441887315604	0.24724120403883	0.748139922240723	1.00024666820714	18803	0	1
"f[10]"	0.293680199465976	0.350369459462369	0.00573496099760567	0.0606464350952923	0.172376028736701	0.398231874712039	1.25494099147096	1.000233053128	26178	0	1
"f[11]"	1.65993794976998	0.967997334673803	0.24133421077721	0.976146311902553	1.49804467403335	2.16146461374133	4.01505470505319	1.00127155846503	2913	0	1
"f[12]"	0.213085894104308	0.255366173348969	0.00459561872752988	0.0442802781923258	0.122850203868535	0.286918751292631	0.91203388507207	1.00017185566935	103025	0	1
"f[13]"	0.496516987704073	0.440061126614053	0.0108622639323683	0.14869850488906	0.385853890549589	0.726173381944974	1.59658310797832	1.00003372130902	80979	0	1
"f[14]"	0.180452543605857	0.191329873450565	0.00456913029950521	0.0439692415243448	0.117145490163821	0.25212911527039	0.69983653275316	1.00039786014434	34896	0	1
"f[15]"	0.242918441597028	0.214600801416112	0.00689411105879011	0.0760513041573428	0.187083566866742	0.351032382350867	0.785626944434373	1.00009610029967	20493	0	1
"f[16]"	0.0557718777600393	0.0570097017400016	0.00233202466796801	0.016383146678661	0.0377165013838019	0.0757412557108768	0.210258620291639	1.00014849428597	13909	0	1
"f[17]"	0.0464522701118549	0.0483635139615986	0.00202294488412212	0.0136618457220541	0.031059384279614	0.0625081509711088	0.178350852656848	1.00050132999282	5228	0	1
"f[18]"	0.464321130168181	0.237957114477164	0.0911951028944775	0.294511462265066	0.432604206602246	0.598697602450951	1.01825285211088	1.0004622362465	9324	0	1
"f[19]"	0.146535537256713	0.136896912789752	0.00491693016330731	0.0443014214257972	0.107021607998187	0.207889676385127	0.50335829513526	1.00002915866832	106017	0	1
"f[20]"	0.138676760072014	0.145924219767939	0.00402316366862336	0.0363805902484539	0.0917238762555483	0.191865623165371	0.530251209984887	1.00027478590488	12180	0	1
"f[21]"	0.0849993430314838	0.100763483947212	0.00273418211294055	0.0208298054532994	0.0509542230507158	0.110610499110092	0.365399065169559	1.00051774272428	7229	0	1
"f[22]"	0.236382357540813	0.319676658799408	0.00437003669232242	0.0441700808114856	0.124440290129289	0.299675033046272	1.13384677560027	1.00099481404928	76431	0	1
"f[23]"	3.63056002468042	2.10864794250321	0.650544658958322	2.14794106659974	3.24632633363879	4.67947020498134	8.81441099194617	1.00049583989932	6795	0	1
"f[24]"	0.45271513205046	0.468960988259899	0.00813413086520155	0.107846878468955	0.309221231914314	0.646648367700717	1.68457193557138	1.00050299015615	204486	0	1
"f[25]"	0.197887619445464	0.219986582448506	0.00473734686994746	0.0462328711766461	0.12450251740102	0.272697642304138	0.791367047604701	1.0001273094088	60838	0	1
"f[26]"	0.0789659421671253	0.0879176056563952	0.0026745254665341	0.0206296015118508	0.0496473479936467	0.105172501649652	0.322739207228888	1.00003167435559	59792	0	1
"f[27]"	0.263427106197293	0.265121631577897	0.00636344858243377	0.0690679824440113	0.181910319945009	0.373835917325651	0.96481460039032	1.00042631415966	11176	0	1
"f[28]"	0.167765591065433	0.172020281950119	0.00461415695345449	0.0436411215256782	0.112371145531371	0.235799947694486	0.629756840470155	1.00034953774192	12873	0	1
"f[29]"	0.0817160453237579	0.085478327867584	0.00290466205893511	0.0226663792438138	0.0542260602974065	0.111445180539186	0.31449067847099	1.00052036464423	7193	0	1
"f[30]"	0.0981407981018056	0.104692851357676	0.00329765223329013	0.026342428197816	0.0641274040610343	0.133228672236104	0.383526546308706	1.00012357325798	16081	0	1
"f[31]"	0.599649282748141	0.316467520227098	0.122555237907162	0.375270829557439	0.552276029134457	0.770020614095216	1.34839598304085	1.00007517253035	34460	0	1
"f[32]"	0.0855280470869056	0.0971167061310705	0.00265931687298387	0.0214805756196665	0.0531172507703598	0.114341602289058	0.351523986029012	1.00018822159228	10608	0	1
"f[33]"	0.113978073439734	0.140848328680047	0.00306038718453568	0.0259967647294651	0.066584922579103	0.148143539081147	0.497910544831124	1.00014702695298	14535	0	1
"f[34]"	0.171793371343439	0.251540674496601	0.00356481385855855	0.0313658716914935	0.086099466399744	0.209476172088508	0.845680202203772	1.00335026054728	3778	0	1
"f[35]"	3.95580732032476	2.57974451196934	0.758954001024104	2.19439937802398	3.39029246823788	5.07062972315849	10.3548329535492	1.00163974282499	3007	0	1
"f[36]"	0.740434956028026	0.680173079004484	0.013888368770723	0.223999012417126	0.567756588428735	1.06227724751307	2.46546064355082	1.0010852911445	2555	0	1
"f[37]"	0.228914631303551	0.254956921722885	0.00496928533391974	0.0504479741635264	0.140427717589172	0.319075709555926	0.924601348047887	1.00083711445671	3513	0	1
"f[38]"	0.0850455764066516	0.0949324778515898	0.00292072805116148	0.0221619062789218	0.0535895517481195	0.113601135586318	0.345922181104911	1.00023752658973	11953	0	1
"f[39]"	0.151965365978571	0.160219668490361	0.00431427579288196	0.039107535115463	0.099885633453516	0.211241651821412	0.581995225845351	1.00016177293794	68429	0	1
"f[40]"	0.153557776817609	0.152522425499972	0.00457343893871376	0.0423083127610128	0.106216501749254	0.216964768866714	0.556279806353358	1.00015483803616	259113	0	1
"f[41]"	0.17008684978654	0.16003746348935	0.00567674814207096	0.0509765210851098	0.123035880561199	0.241766730201386	0.588093101639137	1.00008215976383	60087	0	1
"f[42]"	0.125357058796015	0.128312067815399	0.0040385566442347	0.0343097109362345	0.084481876962201	0.173937882721773	0.470562448034227	1.00010882687226	21243	0	1
"f[43]"	0.264824260246331	0.230589720088488	0.00990437816314942	0.0943071352823133	0.207250839318926	0.369967099109121	0.854962200134424	1.00007236246161	26975	0	1
"f[44]"	0.0869714235881495	0.105527728316735	0.00268751702821026	0.0209827127150664	0.0516086911756921	0.112352489706153	0.378023621560605	1.00014146614281	18963	0	1
"f[45]"	0.196895604336257	0.275636275459493	0.00404005421770423	0.0378633098311979	0.103035020263393	0.245557327259479	0.943374780803737	1.0001321476956	16349	0	1
"alpha.f"	-2.10258404412351	0.350058277462772	-2.82362815848564	-2.33867213811736	-2.08548568931812	-1.85109617203692	-1.46653367870596	1.01391121471483	192	0	1
"sigma.f"	1.59890833360377	0.253455610437416	1.0631263464584	1.42297550288218	1.6245065238253	1.80499505925984	1.97900883273479	1.00302177244617	766	0	1
"betaf[1]"	-0.00211432141932595	0.0492543078426337	-0.094463998770315	-0.00148148723547308	0	0	0.0804237326574889	1.00013271927241	40102	1	0.257883333333333
"betaf[2]"	-0.00334083218063102	0.0470488712262633	-0.0990312038443775	-0.00216007208939992	0	0	0.0753219901636691	1.00190278090585	19119	1	0.262656666666667
"betaf[3]"	-0.00445747598887333	0.0527200577240719	-0.107309898126076	-0.00367607592761162	0	0	0.0759960395445063	1.00428309813147	19525	1	0.270963333333333
"betaf[4]"	0.00308571242568233	0.0480447182808782	-0.0782712035236237	0	0	0.00222903455515265	0.0968231718876119	1.00267338079	22282	1	0.765986666666667
"betaf[5]"	0.0164370793828516	0.0839470147168135	-0.0599598345220726	0	0	0.0121013394131839	0.186469922441778	1.0131356104373	6476	1	0.799456666666667
"betaf[6]"	0.00695491954246707	0.0538657228602668	-0.0690326206523736	0	0	0.00600388786957383	0.117816295244598	1.003721506485	12017	1	0.78213
"betaf[7]"	0.00468126830716626	0.0482169883109876	-0.0733500338894931	0	0	0.00409611022013938	0.10616079905704	1.00340409978802	9381	1	0.77454
"betaf[8]"	-0.00303572096089303	0.0503520187954176	-0.0984717245463814	-0.00248385910024363	0	0	0.0785131310223172	1.00526311829345	24139	1	0.263933333333333
"varf[1]"	0.495136666666667	0.499977180725384	0	0	0	1	1	0.999998802393175	3e+05	1	1
"varf[2]"	0.49593	0.49998426813382	0	0	0	1	1	0.999995194412379	3e+05	1	1
"varf[3]"	0.500166666666667	0.500000805558627	0	0	1	1	1	1.00000860949899	146961	1	1
"varf[4]"	0.496583333333333	0.499989159569155	0	0	0	1	1	1.00002632381333	63858	1	1
"varf[5]"	0.516846666666667	0.499716942091214	0	0	1	1	1	1.00000138840514	3e+05	1	1
"varf[6]"	0.50103	0.499999772432595	0	0	1	1	1	1.0000004115342	3e+05	1	1
"varf[7]"	0.498176666666667	0.499997508774483	0	0	0	1	1	1.00000599795318	181859	1	1
"varf[8]"	0.496906666666667	0.499991264518047	0	0	0	1	1	1.00000653432854	173407	1	1
"pJS[1]"	0.131450912659621	0.0437916481526515	0.0627276719303169	0.0999671417109612	0.125953995065244	0.156816499604121	0.231268508108975	1.00016533388542	13350	0	1
"pJS[2]"	0.127388180013425	0.0364508735521036	0.0653536172724452	0.101760117390933	0.12447186068488	0.149444754600127	0.207720689465416	1.00023781220799	9190	0	1
"pJS[3]"	0.145709428304678	0.0429935581781397	0.0684007920201863	0.114005125679362	0.144403856790927	0.175861069756526	0.230859340279179	1.00019228051303	13854	0	1
"pJS[4]"	0.322381632814681	0.0566563153937104	0.227623560082027	0.281879833321094	0.316578332300039	0.357159323772738	0.448366815947459	1.00006812769916	29471	0	1
"pJS[5]"	0.422372397099449	0.0641526850704663	0.301371551582732	0.37848595459257	0.420682548038292	0.46433647917496	0.553746765550118	1.00010005624092	24552	0	1
"pJS[6]"	0.479821690297546	0.0763641609038174	0.332692101183903	0.427654643747407	0.479137767058421	0.53101770141068	0.631978313440807	1.00008900899323	27825	0	1
"pJS[7]"	0.310101530290573	0.0602221713357222	0.197483702734306	0.269107521838895	0.308297168147207	0.348617922012947	0.434743056761266	1.00015047699958	13879	0	1
"pJS[8]"	0.213988483228819	0.0519583001669525	0.119223092028986	0.177219479850881	0.212112650132927	0.248171287794205	0.320891464751112	1.00018888264988	11813	0	1
"pJS[9]"	0.14792092898524	0.0361720999234875	0.0833395402291676	0.122842286999099	0.145988256116388	0.170323292958771	0.225537954566464	1.0000186564793	93606	0	1
"pJS[10]"	0.127396129858439	0.0328632380473745	0.0688419484854513	0.104685823049539	0.125642594335106	0.147548937231147	0.197814344046181	1.00005100394063	52400	0	1
"pJS[11]"	0.15091717061465	0.0406792889849018	0.0813145454588559	0.123046371197359	0.147571620230748	0.17454956899006	0.242154450671564	1.00015099144163	21097	0	1
"pJS[12]"	0.149941508504992	0.0374801049274337	0.0839804271656735	0.123759889548331	0.147724898880578	0.173108927341591	0.230601855672653	1.00009532375696	20061	0	1
"pJS[13]"	0.124824713027324	0.0332829852342612	0.065926264456275	0.100865753900096	0.123169775418459	0.146674308389312	0.194494679348904	1.00024063472079	8618	0	1
"pJS[14]"	0.170717229994081	0.0420262843210662	0.105737177817239	0.14073239467262	0.164671518282368	0.194238963582718	0.269328328099428	1.00009243871316	21602	0	1
"pJS[15]"	0.15580486528696	0.0378478767555502	0.0959193925328855	0.129218624169028	0.1508660592745	0.176910302421868	0.244519316293124	1.000239023111	8616	0	1
"pJS[16]"	0.266851807940079	0.051510453744944	0.182357574617155	0.229858308662628	0.261127976710712	0.297905708943398	0.382506991956767	1.00024435169995	8747	0	1
"pJS[17]"	0.37673628467775	0.060327724022516	0.269301622613673	0.335085617608019	0.372603728643244	0.414177856224806	0.50680032278824	1.00009964246154	34852	0	1
"pJS[18]"	0.403315039491729	0.06776879596888	0.281630775613114	0.357129166820904	0.398718672547404	0.444578350909751	0.551360125623569	1.00016764240414	17088	0	1
"pJS[19]"	0.425910099206228	0.0701356621985072	0.301467686889356	0.377252007192647	0.420790984000952	0.469229760020768	0.578013172267556	1.00014131756476	13836	0	1
"pJS[20]"	0.300915495527667	0.0642148507157483	0.183735551047112	0.255899284928289	0.298125233283606	0.342670732489606	0.434969613398404	1.00014932945323	13305	0	1
"pJS[21]"	0.170827549052698	0.0424220803083516	0.0994027305705616	0.141780400500767	0.166679222163846	0.194959651456364	0.267417147849315	1.0000229507906	92781	0	1
"pJS[22]"	0.141758478349157	0.0395188778606691	0.0757946458881002	0.114566658830759	0.138028719043159	0.164299479351072	0.23162485805539	1.00003826732708	76465	0	1
"pJS[23]"	0.126555993033669	0.038832252864358	0.0580108001562932	0.0991977327558681	0.12450530022156	0.150925704453334	0.209158121213075	1.00000174253279	3e+05	0	1
"pJS[24]"	0.120033790809187	0.0363899999311439	0.0612844258979931	0.0946795839324168	0.11595736240161	0.140466505137073	0.203142247638483	1.00013257496629	25947	0	1
"pJS[25]"	0.131261129356619	0.034258478950546	0.076020152153052	0.107644043803756	0.127175234628741	0.150246742435537	0.210646605716279	1.00014739788022	13245	0	1
"pJS[26]"	0.154487053957212	0.0387155259281018	0.0912943788862716	0.127536528075014	0.150039024161552	0.176385497999887	0.243574459819317	1.00013038894167	14801	0	1
"pJS[27]"	0.120758049314873	0.0368937045686508	0.0566334402269415	0.093715300277928	0.118593101338057	0.145208309252534	0.197659571867066	1.00059673775168	5239	0	1
"pJS[28]"	0.217673096725521	0.0498607472596498	0.135075137842262	0.182805763252509	0.212466141058111	0.246559874379767	0.330718547248454	1.00003155521308	103932	0	1
"pJS[29]"	0.341846827747355	0.0598458970494028	0.234771639501163	0.300728630815589	0.338081706104019	0.378656080209473	0.471184355769219	1.00003679771393	92392	0	1
"pJS[30]"	0.41239204229192	0.0691732324801231	0.282866188033453	0.365197579227621	0.410043472762187	0.45684074125803	0.555943668579527	1.00001140785556	3e+05	0	1
"pJS[31]"	0.443598203328183	0.0835609544093505	0.303361416100901	0.383464808345178	0.435010795196785	0.49575131199772	0.628331330689841	1.00021574467534	9093	0	1
"pJS[32]"	0.329141730697493	0.0671490491245007	0.211120436802783	0.282435971621779	0.323993998773672	0.370285391542225	0.476129813386587	1.0000524914855	36235	0	1
"pJS[33]"	0.201430633778368	0.0540741223363445	0.111707582796496	0.163768887994302	0.195841514453407	0.232648850593581	0.325288312461852	1.00003393971388	71408	0	1
"pJS[34]"	0.133901594993969	0.0413516501658003	0.0630201028038749	0.105044499724053	0.130726788210854	0.158821972280303	0.225330933040033	1.0000085058298	3e+05	0	1
"pJS[35]"	0.139217475549147	0.0424936283724418	0.0627921364997873	0.109426143376244	0.137644678138123	0.166365903173168	0.228066355813626	1.0000055359535	202681	0	1
"pJS[36]"	0.150287896487822	0.0449505852504625	0.0722355966543849	0.118450040299768	0.147796620262256	0.17818366533219	0.246986085597802	1.00013898482768	15462	0	1
"pJS[37]"	0.135647588333188	0.0394710347302239	0.0725426255893094	0.107570883209896	0.130911773089517	0.158424621512781	0.225986806028659	1.00049081787475	5166	0	1
"pJS[38]"	0.187406059866977	0.042563304194304	0.116913983574937	0.157939122938887	0.182702884883789	0.211757175195212	0.284583528708437	1.00020669055355	9895	0	1
"pJS[39]"	0.137946749322902	0.038299259795871	0.0697629462288947	0.110200099038865	0.136141877654137	0.163528970954134	0.216857129043397	1.00012804418184	16573	0	1
"pJS[40]"	0.28443423194192	0.0581595861512009	0.174895032369466	0.244894892883923	0.283459561718325	0.32197635608794	0.403360490146839	1.0000513127809	58498	0	1
"pJS[41]"	0.33469961524692	0.0683248156833279	0.203772648997944	0.287732430922045	0.334365030935482	0.380797023604279	0.470030779518593	1.0001134290015	21969	0	1
"pJS[42]"	0.416767631051396	0.0739958647115182	0.276090446469083	0.366905936848292	0.41488608608036	0.464325353288033	0.568421580625307	1.00001766862159	153087	0	1
"pJS[43]"	0.410897806128306	0.07598574146505	0.275404008075845	0.358588856815163	0.405246548555751	0.457774882641804	0.575871253380647	1.00005614232182	51417	0	1
"pJS[44]"	0.258841802402702	0.0604371833214611	0.151336046620288	0.217689000642649	0.255095436720811	0.295164152196414	0.39058455314566	1.00008628865541	31531	0	1
"pJS[45]"	0.174644819469954	0.0466220051971273	0.0953017145287562	0.143255795413686	0.170469425782106	0.200510069433636	0.280630213785609	1.0000752606954	31947	0	1
"pJS[46]"	0.135924383047008	0.0419511585523096	0.062553357838825	0.106746312619104	0.133099214021901	0.161600165194423	0.226517137641771	1.00013806730408	16209	0	1
"alpha.pJS"	-1.3104394852371	0.128517149659755	-1.566966687367	-1.39619528820614	-1.30931226972009	-1.22309961904538	-1.06272259832263	1.00029434655744	8800	0	1
"sigma.pJS"	0.286816438565038	0.127599328132748	0.0386823979486553	0.199895326978928	0.289519990820849	0.373244810689327	0.536079880474625	1.00083117920016	4322	0	1
"betapJS[1]"	-0.0472725482655073	0.11466400658871	-0.351697761862538	-0.0813104423648195	0	0	0.124261389518072	1.00072452316043	6305	1	0.34653
"betapJS[2]"	-0.0505833259390567	0.106133252495449	-0.325444201648917	-0.0933405404779135	0	0	0.0958914941761914	1.00013699742949	38938	1	0.369763333333333
